アイテムID,日本語アイテム名
25960,ブルースピリット・スターグローブ
25961,霊青打刀
25962,ブルースピリットレイピア
25963,ブルースピリット・ガンブレード
25964,ブルースピリットグレイヴ
25965,ブルースピリット・タワーシールド
25966,ブルースピリット・ディフェンダーヘルム
25967,ブルースピリット・ディフェンダーキュイラス
25968,ブルースピリット・ディフェンダーガントレット
25969,アトロシラプトル・ディフェンダーブリーチ
25970,ブルースピリット・ディフェンダーサバトン
25972,ブルースピリット・スレイヤーヘルム
25973,ブルースピリット・スレイヤーキュイラス
25974,ブルースピリット・スレイヤーガントレット
25975,アトロシラプトル・スレイヤーブリーチ
25976,ブルースピリット・スレイヤーサバトン
25978,ピクシーコットン・ストライカーハット
25979,ピクシーコットン・ストライカーアクトン
25980,ピクシーコットン・ストライカースリーヴ
25981,ピクシーコットン・ストライカーキュロット
25982,アトロシラプトル・ストライカーサイブーツ
25984,アトロシラプトル・レンジャーヘッドギア
25985,アトロシラプトル・レンジャーコースリット
25986,アトロシラプトル・レンジャーアームガード
25987,ピクシーコットン・レンジャーブレー
25988,アトロシラプトル・レンジャーレッグガード
25990,アトロシラプトル・スカウトヘッドギア
25991,アトロシラプトル・スカウトコースリット
25992,アトロシラプトル・スカウトアームガード
25993,ピクシーコットン・スカウトブレー
25994,アトロシラプトル・スカウトレッグガード
25996,ピクシーコットン・ヒーラーフード
25997,ピクシーコットン・ヒーラーローブ
25998,アトロシラプトル・ヒーラーアームガード
25999,ピクシーコットン・ヒーラースロップ
26000,アトロシラプトル・ヒーラーブーツ
26002,ブルースピリット・キャスターヘッドギア
26003,アトロシラプトル・キャスターコート
26004,アトロシラプトル・キャスターブレーサー
26005,ピクシーコットン・キャスタースロップ
26006,ブルースピリット・キャスターグリーヴ
26008,ホワイトアッシュ・ディフェンダーイヤリング
26009,ホワイトアッシュ・アタッカーイヤリング
26010,ホワイトアッシュ・レンジャーイヤリング
26011,ホワイトアッシュ・ヒーラーイヤリング
26012,ホワイトアッシュ・キャスターイヤリング
26013,アトロシラプトル・ディフェンダーネックレス
26014,アトロシラプトル・アタッカーネックレス
26015,アトロシラプトル・レンジャーネックレス
26016,アトロシラプトル・ヒーラーネックレス
26017,アトロシラプトル・キャスターネックレス
26018,アトロシラプトル・ディフェンダーアミュレット
26019,アトロシラプトル・アタッカーアミュレット
26020,アトロシラプトル・レンジャーアミュレット
26021,アトロシラプトル・ヒーラーアミュレット
26022,アトロシラプトル・キャスターアミュレット
26023,ラズライトディフェンダーリング
26024,ラズライトアタッカーリング
26025,ラズライトレンジャーリング
26026,ラズライトヒーラーリング
26027,ラズライトキャスターリング
26108,チタンブロンズキリジ
26109,チタンブロンズフィスト
26110,チタンブロンズ・バトルアクス
26111,サンドチークフォチャード
26112,サンドチーク・ロングボウ
26113,チタンブロンズダガー
26114,チタンブロンズディバイダー
26115,チタンブロンズマスケトン
26116,サンドチークケーン
26117,サンドチークロッド
26118,ゾヌールグリモア
26119,ゾヌールコーデックス
26120,チタンブロンズ・スターグローブ
26121,賢銅打刀
26122,チタンブロンズレイピア
26123,チタンブロンズバヨネット
26124,チタンブロンズチャクラム
26125,チタンブロンズ・タワーシールド
26126,チタンブロンズ・ディフェンダーヘッドギア
26127,ゾヌールディフェンダーコート
26128,ゾヌール・ディフェンダーフィンガレスグローブ
26129,オヴィムディフェンダーボトム
26130,ゾヌールディフェンダーカリガ
26132,チタンブロンズ・スレイヤーヘッドギア
26133,ゾヌールスレイヤーコート
26134,ゾヌール・スレイヤーフィンガレスグローブ
26135,オヴィムスレイヤーボトム
26136,ゾヌールスレイヤーカリガ
26138,オヴィムストライカーウシャンカ
26139,オヴィムストライカーコート
26140,ゾヌール・ストライカーフィンガレスグローブ
26141,オヴィムストライカースカート
26142,ゾヌールストライカーカリガ
26144,オヴィムレンジャーウシャンカ
26145,オヴィムレンジャーチュニック
26146,ゾヌール・レンジャーフィンガレスグローブ
26147,オヴィムレンジャーボトム
26148,ゾヌールレンジャーサンダル
26150,チタンブロンズ・スカウトヘッドバンド
26151,オヴィムスカウトジャケット
26152,ゾヌール・スカウトフィンガレスグローブ
26153,オヴィムスカウトボトム
26154,ゾヌールスカウトカリガ
26156,オヴィムヒーラーマフメット
26157,オヴィムヒーラーコート
26158,ゾヌール・ヒーラーフィンガレスグローブ
26159,オヴィムヒーラースカート
26160,ゾヌールヒーラーカリガ
26162,オヴィムキャスターマフメット
26163,オヴィムキャスターチュニック
26164,ゾヌール・キャスターフィンガレスグローブ
26165,オヴィムキャスターボトム
26166,ゾヌールキャスターサンダル
26168,トリプライトディフェンダーイヤリング
26169,トリプライトアタッカーイヤリング
26170,トリプライトレンジャーイヤリング
26171,トリプライトヒーラーイヤリング
26172,トリプライトキャスターイヤリング
26173,トリプライトディフェンダーチョーカー
26174,トリプライトアタッカーチョーカー
26175,トリプライトレンジャーチョーカー
26176,トリプライトヒーラーチョーカー
26177,トリプライトキャスターチョーカー
26178,トリプライトディフェンダーブレスレット
26179,トリプライトアタッカーブレスレット
26180,トリプライトレンジャーブレスレット
26181,トリプライトヒーラーブレスレット
26182,トリプライトキャスターブレスレット
26183,トリプライトディフェンダーリング
26184,トリプライトアタッカーリング
26185,トリプライトレンジャーリング
26186,トリプライトヒーラーリング
26187,トリプライトキャスターリング
26268,ハイミスリル・ドワーヴンストック
26269,ハイミスリル・ドワーヴンナックル
26270,ハイミスリル・ドワーヴンハンマー
26271,リグナムバイタ・ドワーヴンランス
26272,リグナムバイタ・ドワーヴンボウ
26273,ハイミスリル・ドワーヴンロータリー
26274,ハイミスリル・ドワーヴンディバイダー
26275,ハイミスリル・ドワーヴンハンドガン
26276,リグナムバイタ・ドワーヴンケーン
26277,リグナムバイタ・ドワーヴンポール
26278,ハイミスリル・ドワーヴングリモア
26279,ハイミスリル・ドワーヴンコーデックス
26280,ハイミスリル・ドワーヴンスフィア
26281,闇霊銀侏儒打刀
26282,ハイミスリル・ドワーヴンレイピア
26283,ハイミスリル・ドワーヴンマナトリガー
26284,ハイミスリル・ドワーヴングレイヴ
26285,ハイミスリル・ドワーヴンシールド
26286,ハイミスリル・ディフェンダーヘルム
26287,ハイミスリル・ディフェンダーチェーンメイル
26288,シースワロー・ディフェンダーグローブ
26289,ドワーフコットン・ディフェンダーガスキン
26290,ハイミスリル・ディフェンダーシューズ
26292,ハイミスリル・スレイヤーヘルム
26293,ハイミスリル・スレイヤーチェーンメイル
26294,シースワロー・スレイヤーグローブ
26295,ドワーフコットン・スレイヤーガスキン
26296,ハイミスリル・スレイヤーシューズ
26298,ハイミスリル・ストライカーヘルム
26299,ハイミスリル・ストライカーチェーンメイル
26300,シースワロー・ストライカーグローブ
26301,ドワーフコットン・ストライカーガスキン
26302,シースワロー・ストライカーシューズ
26304,ドワーフコットン・レンジャーターバン
26305,シースワロー・レンジャーローブ
26306,シースワロー・レンジャーグローブ
26307,ドワーフコットン・レンジャーガスキン
26308,ハイミスリル・レンジャーシューズ
26310,ドワーフコットン・スカウトターバン
26311,シースワロー・スカウトジャケット
26312,シースワロー・スカウトグローブ
26313,ドワーフコットン・スカウトガスキン
26314,ハイミスリル・スカウトシューズ
26316,ドワーフコットン・ヒーラーペタソス
26317,シースワロー・ヒーラーローブ
26318,シースワロー・ヒーラーグローブ
26319,ドワーフコットン・ヒーラーガスキン
26320,シースワロー・ヒーラーシューズ
26322,ドワーフコットン・キャスターペタソス
26323,シースワロー・キャスターローブ
26324,シースワロー・キャスターグローブ
26325,ドワーフコットン・キャスターガスキン
26326,シースワロー・キャスターシューズ
26328,ペタライトディフェンダーイヤリング
26329,ペタライトアタッカーイヤリング
26330,ペタライトレンジャーイヤリング
26331,ペタライトヒーラーイヤリング
26332,ペタライトキャスターイヤリング
26333,ペタライトディフェンダーチョーカー
26334,ペタライトアタッカーチョーカー
26335,ペタライトレンジャーチョーカー
26336,ペタライトヒーラーチョーカー
26337,ペタライトキャスターチョーカー
26338,ペタライトディフェンダーブレスレット
26339,ペタライトアタッカーブレスレット
26340,ペタライトレンジャーブレスレット
26341,ペタライトヒーラーブレスレット
26342,ペタライトキャスターブレスレット
26343,ペタライトディフェンダーリング
26344,ペタライトアタッカーリング
26345,ペタライトレンジャーリング
26346,ペタライトヒーラーリング
26347,ペタライトキャスターリング
26428,シンフェンダー
26429,ブラッティナイオ
26430,アラストール
26431,スカイストライダー
26432,ジェンダワ
26433,シルクトーン
26434,ガストタン
26435,マーダラー
26436,クリアーパス
26437,キャタリスト
26438,ガルドラボーク
26439,プラグマティズム
26440,ポルック
26441,サンカーラ
26442,メルヴェイユーズ
26443,チュトラリー
26444,バラスルーム
26445,ドミナスシールド
26446,ミーン・ディフェンダーサークレット
26447,ミーン・ディフェンダーメイル
26448,ミーン・ディフェンダーガントレット
26449,ミーン・ディフェンダーチェーンホーズ
26450,ミーン・ディフェンダーサバトン
26452,ミーン・スレイヤーサークレット
26453,ミーン・スレイヤーメイル
26454,ミーン・スレイヤーガントレット
26455,ミーン・スレイヤーボトム
26456,ミーン・スレイヤーサバトン
26458,ミーン・ストライカーサークレット
26459,ミーン・ストライカーシクラス
26460,ミーン・ストライカーグローブ
26461,ミーン・ストライカーガスキン
26462,ミーン・ストライカーサンダル
26464,ミーン・レンジャーターバン
26465,ミーン・レンジャータバード
26466,ミーン・レンジャーハーフグローブ
26467,ミーン・レンジャーブレー
26468,ミーン・レンジャーブーツ
26470,ミーン・スカウトターバン
26471,ミーン・スカウトドルマン
26472,ミーン・スカウトグローブ
26473,ミーン・スカウトボトム
26474,ミーン・スカウトサイブーツ
26476,ミーン・ヒーラーハット
26477,ミーン・ヒーラーコート
26478,ミーン・ヒーラードレスグローブ
26479,ミーン・ヒーラートラウザー
26480,ミーン・ヒーラーブーツ
26482,ミーン・キャスターハット
26483,ミーン・キャスターコート
26484,ミーン・キャスターハーフグローブ
26485,ミーン・キャスターボトム
26486,ミーン・キャスターブーツ
26488,ミーン・ディフェンダーイヤリング
26489,ミーン・アタッカーイヤリング
26490,ミーン・レンジャーイヤリング
26491,ミーン・ヒーラーイヤリング
26492,ミーン・キャスターイヤリング
26493,ミーン・ディフェンダーチョーカー
26494,ミーン・アタッカーチョーカー
26495,ミーン・レンジャーチョーカー
26496,ミーン・ヒーラーチョーカー
26497,ミーン・キャスターチョーカー
26498,ミーン・ディフェンダーブレスレット
26499,ミーン・アタッカーブレスレット
26500,ミーン・レンジャーブレスレット
26501,ミーン・ヒーラーブレスレット
26502,ミーン・キャスターブレスレット
26503,ミーン・ディフェンダーリング
26504,ミーン・アタッカーリング
26505,ミーン・レンジャーリング
26506,ミーン・ヒーラーリング
26507,ミーン・キャスターリング
26529,クリプトメリア原木
26530,クリプトメリア材
26531,ピュアチタン鉱
26532,ピュアチタンプレート
26727,信力のエクスマテリジャ
26728,天眼のエクスマテリジャ
26729,武略のエクスマテリジャ
26730,雄略のエクスマテリジャ
26731,剛柔のエクスマテリジャ
26732,達識のエクスマテリジャ
26733,博識のエクスマテリジャ
26734,器識のエクスマテリジャ
26735,名匠のエクスマテリジャ
26736,魔匠のエクスマテリジャ
26737,巨匠のエクスマテリジャ
26738,戦技のエクスマテリジャ
26739,詠唱のエクスマテリジャ
26744,古ぼけた地図G11
26745,古ぼけた地図G12
26782,マジックベッド
26787,黒柴
26788,カメレオン
26789,マメット・フーア
26790,アルマジロ・ボーラー
26793,クリオニッド・ラーヴァ
26798,マメット・オメガM
26799,マメット・オメガF
26801,タイニーエケボア
26802,コバンザメ級潜水艦
26803,ハシビロコウ
26806,フォーギヴン・ヘイト
26811,ミーン・ディフェンダーメイルSP
26812,ミーン・スレイヤーメイルSP
26813,ミーン・ストライカーシクラスSP
26814,ミーン・レンジャータバードSP
26815,ミーン・スカウトドルマンSP
26816,ミーン・ヒーラーコートSP
26817,ミーン・キャスターコートSP
27077,ディープゴールドソー
27078,ディープゴールド・クロスペインハンマー
27079,ディープゴールド・レイジングハンマー
27080,ディープゴールド・ラピダリーハンマー
27081,ディープゴールド・ヘッドナイフ
27082,ストーンゴールドニードル
27083,ディープゴールド・アレンビック
27084,ディープゴールド・レイルフライパン
27085,ディープゴールドピック
27086,ディープゴールドハチェット
27087,ホワイトオーク・フィッシングロッド
27088,ディープゴールド・クローハンマー
27089,ディープゴールドファイル
27090,ディープゴールドプライヤー
27091,ホワイトオーク・グラインディングホイール
27092,ディープゴールドアウル
27093,ホワイトオーク・スピニングホイール
27094,ディープゴールドモーター
27095,ディープゴールド・クリナリーナイフ
27096,ディープゴールドモール
27097,ディープゴールドサイズ
27098,ブルースピリット・ラウンドソー
27099,ブルースピリット・クロスペインハンマー
27100,ブルースピリット・レイジングハンマー
27101,ブルースピリット・ラピダリーハンマー
27102,ブルースピリット・ラウンドナイフ
27103,マナシルバーニードル
27104,ブルースピリットアレンビック
27105,ブルースピリット・ポークシーフライパン
27106,ブルースピリットピック
27107,ブルースピリットハチェット
27108,ホワイトアッシュ・フィッシングロッド
27109,ブルースピリット・クローハンマー
27110,ブルースピリットファイル
27111,ブルースピリットプライヤー
27112,ホワイトアッシュ・グラインディングホイール
27113,ブルースピリットアウル
27114,ホワイトアッシュ・スピニングホイール
27115,ブルースピリットモーター
27116,ブルースピリット・クリナリーナイフ
27117,ブルースピリットモール
27118,ブルースピリットサイズ
27119,チタンブロンズソー
27120,チタンブロンズ・ランプハンマー
27121,チタンブロンズ・アーモラーハンマー
27122,チタンブロンズ・ゴールドスミスハンマー
27123,チタンブロンズ・レザーワーカーナイフ
27124,チタンブロンズニードル
27125,チタンブロンズアレンビック
27126,チタンブロンズ・モーグリフライパン
27127,チタンブロンズピック
27128,チタンブロンズハチェット
27129,サンドチーク・フィッシングロッド
27130,チタンブロンズ・クローハンマー
27131,チタンブロンズファイル
27132,チタンブロンズプライヤー
27133,サンドチーク・グラインディングホイール
27134,チタンブロンズアウル
27135,サンドチーク・スピニングホイール
27136,チタンブロンズモーター
27137,チタンブロンズ・クリナリーナイフ
27138,チタンブロンズモール
27139,チタンブロンズサイズ
27140,ハイミスリルソー
27141,ハイミスリル・クロスペインハンマー
27142,ハイミスリル・レイジングハンマー
27143,ハイミスリル・ラピダリーハンマー
27144,ハイミスリル・ラウンドナイフ
27145,ハイミスリルニードル
27146,ハイミスリルアレンビック
27147,ハイミスリルフライパン
27148,ハイミスリルピック
27149,ハイミスリルハチェット
27150,リグナムバイタ・フィッシングロッド
27151,ハイミスリル・クローハンマー
27152,ハイミスリルファイル
27153,ハイミスリルプライヤー
27154,リグナムバイタ・グラインディングホイール
27155,ハイミスリルアウル
27156,リグナムバイタ・スピニングホイール
27157,ハイミスリルモーター
27158,ハイミスリル・クリナリーナイフ
27159,ハイミスリルモール
27160,ハイミスリルサイズ
27161,ホワイトヘンプ・クラフターターバン
27162,ホワイトヘンプ・クラフターダブレット
27163,スミロドンクラフターグローブ
27164,ホワイトヘンプ・クラフターボトム
27165,スミロドンクラフターシューズ
27166,ホワイトヘンプ・ギャザラーターバン
27167,ホワイトヘンプ・ギャザラーコート
27168,スミロドンギャザラーグローブ
27169,ホワイトヘンプ・ギャザラーボトム
27170,スミロドンギャザラーシューズ
27171,ピクシーコットン・クラフターハット
27172,ピクシーコットン・クラフターエプロン
27173,ピクシーコットン・クラフタースリーヴ
27174,ピクシーコットン・クラフターブリーチ
27175,アトロシラプトル・クラフターブーツ
27176,アトロシラプトル・ギャザラーキャップ
27177,アトロシラプトル・ギャザラーベスト
27178,アトロシラプトル・ギャザラーグローブ
27179,ピクシーコットン・ギャザラースロップ
27180,アトロシラプトル・ギャザラーブーツ
27181,オヴィムクラフターターバン
27182,ゾヌールクラフタージャケット
27183,ゾヌールクラフターグローブ
27184,オヴィムクラフターガスキン
27185,ゾヌールクラフターシューズ
27186,オヴィムギャザラーターバン
27187,ゾヌールギャザラーローブ
27188,ゾヌールギャザラーグローブ
27189,オヴィムギャザラーガスキン
27190,ゾヌールギャザラーシューズ
27191,ドワーフコットンベレー
27192,ドワーフコットンジャケット
27193,シースワロー・フィンガレスグローブ
27194,ドワーフコットントラウザー
27195,シースワローシューズ
27196,ドワーフコットンバンダナ
27197,シースワローコート
27198,シースワローグローブ
27199,ドワーフコットンブリーチ
27200,シースワローブーツ
27202,ホワイトオークイヤリング
27203,ホワイトオークネックレス
27204,ホワイトオークブレスレット
27205,ホワイトオークリング
27207,スミロドンイヤリング
27208,スミロドンチョーカー
27209,スミロドンリストバンド
27210,スミロドンクロスリング
27212,マナシルバー・イヤーカフ
27213,マナシルバーチョーカー
27214,マナシルバーブレスレット
27215,マナシルバーリング
27217,ホワイトアッシュイヤリング
27218,ホワイトアッシュネックレス
27219,ホワイトアッシュブレスレット
27220,ホワイトアッシュリング
27222,ハイミスリル・イヤーカフ
27223,ハイミスリルチョーカー
27224,ハイミスリルブレスレット
27225,ハイミスリルリング
27227,リグナムバイタイヤリング
27228,リグナムバイタネックレス
27229,リグナムバイタブレスレット
27230,リグナムバイタリング
27268,ウォルナットインナーウォール
27269,ブリックフローリング
27270,クリスタリウムシャンデリア
27271,ヒーリングリリー・フロアランプ
27272,ヒーリングリリー・ウォールランプ
27273,マーブルアーチパーティション
27274,シンプルカーテン
27275,スロッピーディッシュ
27276,バタフライスペシメン
27277,グローサリーバッグ
27278,レンジャーズチェスト
27279,ファイターズチェスト
27280,イミテーション・スモールステンドクリスタル
27281,マーブルパーティション
27282,クリスタリウムベンチ
27283,オレンジの鉢植
27284,クリスタリウムキッチンストーブ
27285,クリスタリウムキッチンハンガー
27286,クリスタリウムティーポット
27287,天然赤水晶
27288,クリスタリウム・ウォールクロノメーター
27291,クリスタリウム・メカニカルティル
27292,フーアのぬいぐるみ
27293,アンティークポットセット
27294,デカダンフルーツプラター
27295,サンドイッチバスケット
27296,ウッドハンドレール
27297,ミスプレースドアイグラス
27298,フラワーラグ
27299,イノセンストロフィー
27300,ティターニアの壁掛け
27312,クリスタリウム・アンブレラスタンド
27313,クリオニッドのぬいぐるみ
27314,フォーレンツリー
27315,クリスタリウムダミー
27320,ハイドレインジャの種
27321,ハイドレインジャ:レッド
27322,ハイドレインジャ:ブルー
27323,ハイドレインジャ:イエロー
27324,ハイドレインジャ:グリーン
27325,ハイドレインジャ:オレンジ
27326,ハイドレインジャ:パープル
27327,ハイドレインジャ:ホワイト
27328,ハイドレインジャ:ブラック
27329,ハイドレインジャ:ブレンド
27357,ハイスチール・ガンブレード
27358,ハイスチールチャクラム
27361,ハイスチールバヨネット
27362,ハイスチール・ウォーコイト
27365,ドマアイアン・ガンブレード
27366,ドマアイアングレイヴ
27369,ドマスチール・ガンブレード
27370,ドマスチール・ウォーコイト
27373,モリブデンガンブレード
27374,モリブデンチャクラム
27410,クリスタリウムテトラ
27411,ラクサンカープ
27412,アステロイデア
27413,ジャケットスネイル
27414,ラバーズフラワー
27415,罪吐き
27416,ワンダリングキャットフィッシュ
27417,クリスタルナイフ
27418,スケルトンフィッシュ
27419,乳白珊瑚
27420,ジャリガイ
27421,ベニウミグモ
27422,ホネイワシ
27423,ユールモアバタフライ
27424,レッドハンマーヘッド
27425,ハードキャンディ
27426,ウォーターボンバー
27427,アビススネイル
27428,クリーンソーサー
27429,ラビットスキッパー
27430,キサントバス
27431,アルビノカイマン
27432,プラチナグッピー
27433,ミストキリフィッシュ
27434,アルバロッククラブ
27435,スネークディスカス
27436,アルビノガー
27437,バイスジョー
27438,スカルイーター
27439,トフィースネイル
27440,ワッツトラウト
27441,イトウオ
27442,ハチェットフィッシュ
27443,ノーブルファン
27444,ゼブラキャットフィッシュ
27445,セピアソール
27446,クラックシェルケルプ
27447,ブラッドバルーン
27448,コルシアフロウンダー
27449,サウスコルシアコッド
27450,レイザーフィッシュ
27451,ローズシュリンプ
27452,シェイプシフター
27453,ミンストレルフィッシュ
27454,コルシアンハンプヘッド
27455,ウィーディーシードラゴン
27456,ヘノドゥス
27457,スピアヘッド
27458,ビランクラブ
27459,デザートサブマリナー
27460,ツノカブリ
27461,ミズカキスナヤモリ
27462,サンドエッグ
27463,コハクヤツメ
27464,デザートソー
27465,ガリククラブ
27466,ナバースマンタ
27467,トゲトカゲ
27468,バタフライレインボー
27469,オフィシャルボール
27470,グレイスキッパー
27471,ピクシーフィッシュ
27472,ブラッドアイフロッグ
27473,チェリーヘリング
27474,エンツュイ
27475,レモンフィッシュ
27476,ゲコクジョウ
27477,ワイルドレッドベタ
27478,スポテッドクテノポマ
27479,セルリアンローチ
27480,ゴールデンロブスター
27481,水泡眼
27482,ビッグアーチャー
27483,ブラックトライスター
27484,ロバークラブ
27485,ダークルート
27486,イエローピピラ
27487,オウスフィッシュ
27488,ナイツバス
27489,ラケティカトラウト
27490,クラウンテトラ
27491,エリオプス
27492,ダイヤモンドピピラ
27493,シルバーキティ
27494,常闇魚
27495,暗紫珊瑚
27496,シコラクス
27497,黒風魚
27498,アオウミグモ
27499,キャリバンズスケイル
27500,フードウィンカー
27501,シャボンアンコウ
27502,オンドの銛
27503,オンドの宿敵
27504,スティップリングイール
27505,シートラップ
27506,エンシェントシュリンプ
27507,キワヒルスタ
27508,アーポアク
27509,シアンシーデビル
27510,メンダコ
27511,人食貝
27512,スターゲイザーフィッシュ
27513,エディブルオイスター
27514,レインボーシュリンプ
27515,プレデターフィッシュ
27516,グレイカープ
27517,ライラックゴビー
27518,パープルゴースト
27519,レイクラウス
27520,ゲイジングコア
27521,ソースオクトパス
27522,エルヴンスピア
27523,シャードガジオン
27524,マユツクリ
27525,プラチナブリーム
27526,ワーデンフィッシュ
27527,茄子魚
27528,エアーキッシング・グラミー
27529,ヴァイオラクラム
27530,ゲアイ
27531,ノーブルフィッシュ
27532,ミストアイ
27533,レイクランドコッド
27534,リトルビスマルク
27535,ボトリオレピス
27536,ビッグアイ
27537,ジェナーナの涙粒
27538,デイジーターバン
27539,ジェイドアクソロトル
27540,プチクピド
27541,ピアレイ
27542,フッブートビチャー
27543,ポエキリア
27544,キンツギククリ
27545,ペタルフィッシュ
27546,ミラーフィッシュ
27547,グラスイール
27548,フッブートサラマンダー
27549,ガーデンスキッパー
27550,ダンディーフィッシュ
27551,ソールディアルビー
27552,モックピクシー
27553,ハンターズアロー
27554,フーアイーター
27555,パラダイスクラブ
27556,聖ファスリクの怒髪
27557,クイーンズガウン
27558,フラワリングケルピー
27559,スプークフィッシュ
27560,メサン＝チェラ
27561,ドォーヌホーン
27562,アクアフラワー
27563,ジェスターフィッシュ
27564,ブルーライトニング
27565,オータムリーフ
27566,オオルリデメキン
27567,エルダーピクシー
27568,アンクルスニッパー
27569,大樹の鱗
27570,ロンカプレコ
27571,グルマンクラブ
27572,ガトルの汗
27573,ダイヤモンドアロワナ
27574,ハーミットズフード
27575,ハーミットクラブ
27576,メガピラニア
27577,エバーダークバス
27578,ロツァトルピラルク
27579,アンパの使者
27580,ヴィースイヤー
27581,ラケティカゴビー
27582,フルーツワーム
27583,モエビ
27584,デザートフロッグ
27585,マーブルラーヴァ
27586,オヴィムジャーキー
27587,ロバーボール
27588,ショートビルミノー
27589,蟲箱
27590,イカの切り身
27591,淡水万能餌
27592,海水万能餌
27634,オルタード・サイブーツ
27635,オルタード・コットンバンダナ
27636,ハードレザーケクス
27637,ハードレザーサイブーツ
27638,オルタード・ベルベティーンバンダナ
27639,リネンバンダナ
27640,オルタード・ボアサイブーツ
27641,オルタード・ボアポットヘルム
27642,オルタード・ウールシャツ
27643,オルタード・ウールハット
27644,ウールチュニック
27645,オルタード・ウールブレーサー
27646,オルタード・ウールトラウザー
27647,ラプトルモカシン
27648,ウールバンダナ
27649,ラプトルシャツ
27650,ラプトルグローブ
27651,ラプトルスカート
27652,ラプトルブーツ
27653,アイアンヘッドギア
27654,スチールヘッドギア
27655,オルタード・ヘヴィスチールアーマー
27656,オルタード・ミスリルエルモ
27657,オルタード・ミスリルチェーンコイフ
27658,オルタード・ヘヴィミスリルアーマー
27659,オルタード・コバルトエルモ
27660,コバルトマスク
27661,オルタード・コバルトキュイラス
27662,オルタード・コバルトガントレット
27663,ウールディフェンダートラウザー
27664,オルタード・コバルトサバトン
27665,オルタード・レザーサイブーツ
27666,オルタード・コットンダルマティカ
27667,オルタード・ゴートモカシン
27668,シルバーモノクル
27669,ベルベティーンブリオー
27670,ベルベティーングローブ
27671,オルタード・ベルベティーンブリーチ
27672,トードブーツ
27673,オルタード・リネンカウル
27674,オルタード・ミスリルマグニファイアーズ
27675,オルタード・ウールガウン
27676,オルタード・ウールショース
27677,オルタード・ウールカウル
27678,オルタード・フェルトハット
27679,オルタード・フェルトローブ
27680,フェルトグローブ
27681,フェルトブリーチ
27682,ラプトルクラコー
27683,ホワイトオーク原木
27684,ミラクルアップル原木
27685,ホワイトアッシュ原木
27686,サンドチーク原木
27687,リグナムバイタ原木
27688,サンダルウッド原木
27689,ホワイトオーク材
27690,ミラクルアップル材
27691,ホワイトアッシュ材
27692,サンドチーク材
27693,リグナムバイタ材
27694,サンダルウッド材
27695,工芸館特製ワニス
27696,硬金砂
27697,硬金鉱
27698,霊青岩
27699,魔銀砂
27700,賢銅砂
27701,賢銅鉱
27702,闇霊銀砂
27703,闇霊銀鉱
27704,タングステン鉱
27705,虹結晶
27706,ディープゴールドナゲット
27707,ストーンゴールドナゲット
27708,ディープゴールドインゴット
27709,ストーンゴールドインゴット
27710,マナシルバーナゲット
27711,霊青材
27712,チタンブロンズナゲット
27713,チタンブロンズインゴット
27714,ハイミスリルインゴット
27715,ハイミスリルナゲット
27716,タングステンスチールインゴット
27717,虹結晶材
27718,工芸館特製研磨剤
27719,工芸館特製樹脂
27720,ヘマタイト
27721,ダイアスポア
27722,ラズライト
27723,トリプライト
27724,ペタライト
27725,オニキス
27726,ヘマタイト原石
27727,ダイアスポア原石
27728,ラズライト原石
27729,トリプライト原石
27730,ペタライト原石
27731,オニキス原石
27732,スミロドンの粗皮
27733,グリーングライダーの粗皮
27734,アトロシラプトルの粗皮
27735,ゾヌールの粗皮
27736,シースワローの粗皮
27737,カリコテリウムの粗皮
27738,スミロドンレザー
27739,グリーングライダーレザー
27740,アトロシラプトルレザー
27741,ゾヌールレザー
27742,シースワローレザー
27743,カリコテリウムレザー
27744,工芸館特製アルメン
27745,白亜麻布
27746,白亜麻糸
27747,白亜麻
27748,虹繭布
27749,虹繭糸
27750,虹マユ
27751,妖綿布
27752,妖綿糸
27753,妖綿花
27754,山羊毛布
27755,山羊毛糸
27756,オヴィムの獣毛
27757,ドワーフ綿布
27758,ドワーフ綿糸
27759,ドワーフ綿花
27760,泡絹布
27761,泡マユ
27762,工芸館特製綿布
27763,ホップトラップの葉
27764,シルクモスの鱗粉
27765,グロースフォーミュラ・イオタ
27766,ストーンゴールドエンチャントインク
27767,剛力の幻水G1
27768,眼力の幻水G1
27769,活力の幻水G1
27770,知力の幻水G1
27771,心力の幻水G1
27772,マナシルバーエンチャントインク
27773,ヴァンパイアカップのつる
27774,ヴァンパイアヴァインの樹液
27775,植物性にかわ
27776,強ソーダ水
27777,強重曹
27778,グロースフォーミュラ・カッパ
27779,スイートアリッサム
27780,ピナータラベンダー
27781,ダークミスリルエンチャントインク
27782,地下天然水
27783,ライムバジル
27784,タイガーリリー
27785,ライトガーベラ
27786,剛力の幻薬
27787,眼力の幻薬
27788,活力の幻薬
27789,知力の幻薬
27790,心力の幻薬
27791,剛力の幻水G2
27792,眼力の幻水G2
27793,活力の幻水G2
27794,知力の幻水G2
27795,心力の幻水G2
27796,工芸館特製錬金薬
27797,ロリキートの羽毛
27798,アイランド・ウルフの牙
27799,カブスの肉
27800,ヒドロゾアの傘
27801,硬泥岩
27802,硬泥岩砥石
27803,凝灰岩
27804,凝灰岩砥石
27805,嵐性岩
27806,光曜石
27807,シャドウクォーツ
27808,白玉土
27809,スイートマジョラム
27810,ボッグセージ
27811,閃光の霊砂
