アイテムID,日本語アイテム名,ワールド名,UNIXタイムスタンプ,取引日時(JST),単価(Gil),数量,合計金額(Gil),HQフラグ,購入者名
51957,トルナ・チュニック,Bahamut,1785921808,2026-08-05 18:23:28,308999,1,308999,NQ,Risyeru Rhul
46852,ウトォーム隕鉄,Titan,1785921805,2026-08-05 18:23:25,1000000,1,1000000,NQ,Asd Ghu
7,ウォーターシャード,Garuda,1785921804,2026-08-05 18:23:24,47,3000,141000,NQ,Lily Spider
48116,ラティスウィンドウ・キャビネット,Chocobo,1785921796,2026-08-05 18:23:16,269999,1,269999,NQ,Anne Mairesse
5671,武略のマテリダ,Tonberry,1785921787,2026-08-05 18:23:07,160,2,320,NQ,Sapphic Wench
49831,クレセントマギ・ソーサラーイヤリング,Valefor,1785921786,2026-08-05 18:23:06,14100000,1,14100000,NQ,Ikemen Boy
45005,スタイルカタログ:キャットアイグラス,Ramuh,1785921774,2026-08-05 18:22:54,736,1,736,NQ,Nono Dono
49216,マストドンレザー,Anima,1785921754,2026-08-05 18:22:34,17500,1,17500,NQ,Logan Jl
36172,コンドライトインゴット,Ixion,1785921744,2026-08-05 18:22:24,1290,1,1290,NQ,Aoba Nanaki
44020,セイバ材,Kujata,1785921738,2026-08-05 18:22:18,712,2,1424,NQ,Yu Unagi
43987,メスキート豆,Titan,1785921737,2026-08-05 18:22:17,400,9,3600,NQ,Keen Apple
36172,コンドライトインゴット,Garuda,1785921737,2026-08-05 18:22:17,3000,6,18000,HQ,Reny Osurafairy
49217,オルコ・リネン,Anima,1785921737,2026-08-05 18:22:17,25000,2,50000,NQ,Logan Jl
43987,メスキート豆,Titan,1785921736,2026-08-05 18:22:16,300,5,1500,NQ,Keen Apple
43987,メスキート豆,Titan,1785921735,2026-08-05 18:22:15,300,6,1800,NQ,Keen Apple
50255,ミソスヘラルド・ロインクロス,Ramuh,1785921729,2026-08-05 18:22:09,160000,1,160000,NQ,Iz Hac
52295,演技教本:後ろを振り返る,Atomos,1785921728,2026-08-05 18:22:08,1780000,1,1780000,NQ,Mayo Risky
47179,ゴールデンサム・スピニングホイール,Chocobo,1785921725,2026-08-05 18:22:05,221000,1,221000,HQ,Masyumon Masyu
52255,カララント:アディショナルカラー1,Alexander,1785921723,2026-08-05 18:22:03,4500,30,135000,NQ,Y-nero Ace
3,アイスシャード,Bahamut,1785921723,2026-08-05 18:22:03,46,69,3174,NQ,Risyeru Rhul
3,アイスシャード,Bahamut,1785921722,2026-08-05 18:22:02,47,2000,94000,NQ,Risyeru Rhul
50057,属性添加用合成樹脂,Carbuncle,1785921721,2026-08-05 18:22:01,67491,1,67491,NQ,Araiguma Hakase
3,アイスシャード,Bahamut,1785921721,2026-08-05 18:22:01,47,3000,141000,NQ,Risyeru Rhul
47178,ゴールデンサム・アウル,Chocobo,1785921717,2026-08-05 18:21:57,193000,1,193000,HQ,Masyumon Masyu
36060,チャイ・トゥ・ヴヌー,Valefor,1785921715,2026-08-05 18:21:55,1200,3,3600,HQ,Galvin Afrit
44001,カザナルインゴット,Fenrir,1785921714,2026-08-05 18:21:54,1112,2,2224,NQ,Yahito Yain
52442,スタイルカタログ:ベルトアイガード:左,Chocobo,1785921711,2026-08-05 18:21:51,314500,1,314500,NQ,Uki Lepus
47177,ゴールデンサム・グラインディングホイール,Chocobo,1785921702,2026-08-05 18:21:42,221000,1,221000,HQ,Masyumon Masyu
12224,藍鉄鉱,Mandragora,1785921699,2026-08-05 18:21:39,198,19,3762,NQ,Yeti Niwano
12224,藍鉄鉱,Mandragora,1785921697,2026-08-05 18:21:37,197,43,8471,NQ,Yeti Niwano
5336,亜麻糸,Valefor,1785921697,2026-08-05 18:21:37,98,5,490,HQ,Kurori San
43986,ホワイトペッパー,Carbuncle,1785921693,2026-08-05 18:21:33,250,30,7500,NQ,Shino Lyris
12224,藍鉄鉱,Mandragora,1785921689,2026-08-05 18:21:29,190,99,18810,HQ,Yeti Niwano
12888,ヤクの乳,Unicorn,1785921687,2026-08-05 18:21:27,300,30,9000,NQ,Ramu Maze
49274,コートリーラヴァー・ディフェンダーブリーチ,Bahamut,1785921683,2026-08-05 18:21:23,156539,1,156539,HQ,Keith Kento
19983,ステップサージ,Ramuh,1785921682,2026-08-05 18:21:22,1999,2,3998,NQ,Yume Hiiragi
44039,ウィンドパセリ,Unicorn,1785921681,2026-08-05 18:21:21,190,99,18810,NQ,Agami Reizenn
44039,ウィンドパセリ,Unicorn,1785921680,2026-08-05 18:21:20,190,99,18810,NQ,Agami Reizenn
44039,ウィンドパセリ,Unicorn,1785921679,2026-08-05 18:21:19,165,10,1650,NQ,Agami Reizenn
47174,ゴールデンサム・クローハンマー,Chocobo,1785921678,2026-08-05 18:21:18,199000,1,199000,HQ,Masyumon Masyu
36200,インテグラル材,Asura,1785921674,2026-08-05 18:21:14,990,99,98010,NQ,Cfu Echo
15,アイスクラスター,Alexander,1785921670,2026-08-05 18:21:10,45,1000,45000,NQ,Mugi Yonaka
15,アイスクラスター,Alexander,1785921667,2026-08-05 18:21:07,45,2961,133245,NQ,Mugi Yonaka
15,アイスクラスター,Alexander,1785921665,2026-08-05 18:21:05,40,111,4440,NQ,Mugi Yonaka
15,アイスクラスター,Alexander,1785921664,2026-08-05 18:21:04,41,1000,41000,NQ,Mugi Yonaka
15,アイスクラスター,Alexander,1785921662,2026-08-05 18:21:02,40,500,20000,NQ,Mugi Yonaka
44051,大聖水,Unicorn,1785921658,2026-08-05 18:20:58,1000,99,99000,HQ,Agami Reizenn
44051,大聖水,Unicorn,1785921657,2026-08-05 18:20:57,999,99,98901,HQ,Agami Reizenn
19938,キュプロナゲット,Hades,1785921656,2026-08-05 18:20:56,2500,1,2500,NQ,Ley Fith
44051,大聖水,Unicorn,1785921656,2026-08-05 18:20:56,900,1,900,HQ,Agami Reizenn
44051,大聖水,Unicorn,1785921655,2026-08-05 18:20:55,896,1,896,HQ,Agami Reizenn
47983,演技教本:くるっと回る,Kujata,1785921653,2026-08-05 18:20:53,405000,1,405000,NQ,Mu Aura
5066,エレクトラムインゴット,Valefor,1785921642,2026-08-05 18:20:42,700,40,28000,HQ,Akina Excursion
5066,エレクトラムインゴット,Valefor,1785921640,2026-08-05 18:20:40,663,1,663,HQ,Akina Excursion
5061,ダークスチールナゲット,Yojimbo,1785921638,2026-08-05 18:20:38,1499,1,1499,NQ,Nivvr Xivvr
39315,サロンサーバー・スカート,Ridill,1785921637,2026-08-05 18:20:37,800,1,800,NQ,Lin Owl
5506,黒にかわ,Yojimbo,1785921637,2026-08-05 18:20:37,2900,12,34800,NQ,Garam Masala
14940,ウィンドシルクコーティー,Hades,1785921635,2026-08-05 18:20:35,5100,1,5100,NQ,Kaito Xv
14940,ウィンドシルクコーティー,Hades,1785921634,2026-08-05 18:20:34,5000,1,5000,NQ,Kaito Xv
49216,マストドンレザー,Asura,1785921633,2026-08-05 18:20:33,14000,1,14000,NQ,Osena Sena
5066,エレクトラムインゴット,Gungnir,1785921618,2026-08-05 18:20:18,1800,2,3600,HQ,Ofoojid Frusciante
5371,ウォルナット材,Kujata,1785921617,2026-08-05 18:20:17,2000,1,2000,HQ,Nana Ravon
12635,ジェラートの肉,Typhon,1785921606,2026-08-05 18:20:06,302,1,302,NQ,Taisai Jin
13709,カララント:ダークレッド,Anima,1785921602,2026-08-05 18:20:02,500,1,500,NQ,Kuronikuru L'a
47983,演技教本:くるっと回る,Valefor,1785921602,2026-08-05 18:20:02,550000,1,550000,NQ,Aqui Xi
13709,カララント:ダークレッド,Anima,1785921601,2026-08-05 18:20:01,500,1,500,NQ,Kuronikuru L'a
13709,カララント:ダークレッド,Anima,1785921600,2026-08-05 18:20:00,500,1,500,NQ,Kuronikuru L'a
13709,カララント:ダークレッド,Anima,1785921599,2026-08-05 18:19:59,500,1,500,NQ,Kuronikuru L'a
13709,カララント:ダークレッド,Anima,1785921598,2026-08-05 18:19:58,500,2,1000,NQ,Kuronikuru L'a
5068,ローズゴールドナゲット,Hades,1785921597,2026-08-05 18:19:57,2002,2,4004,NQ,Ley Fith
51953,トゥール・ハーフグローブ,Pandaemonium,1785921596,2026-08-05 18:19:56,30000,1,30000,NQ,Belle Cotton
35020,クラシカル・ロングソード,Fenrir,1785921594,2026-08-05 18:19:54,5900,1,5900,NQ,Hugh Cromwell
3,アイスシャード,Mandragora,1785921590,2026-08-05 18:19:50,46,100,4600,NQ,Amyu Feel
5629,信力のマテリア,Kujata,1785921585,2026-08-05 18:19:45,530,1,530,NQ,Nana Ravon
8166,サベネアの野菜,Asura,1785921583,2026-08-05 18:19:43,178000,1,178000,NQ,Allen Bayard
49828,クレセントマギ・ファイターブレスレット,Zeromus,1785921577,2026-08-05 18:19:37,31900000,1,31900000,NQ,Yakkuru Kururin
50441,局地用パワーローダー認証鍵,Carbuncle,1785921566,2026-08-05 18:19:26,210000,1,210000,NQ,Sophia Anderson
50441,局地用パワーローダー認証鍵,Carbuncle,1785921565,2026-08-05 18:19:25,200000,1,200000,NQ,Sophia Anderson
50441,局地用パワーローダー認証鍵,Carbuncle,1785921564,2026-08-05 18:19:24,200000,1,200000,NQ,Sophia Anderson
50441,局地用パワーローダー認証鍵,Carbuncle,1785921563,2026-08-05 18:19:23,199999,1,199999,NQ,Sophia Anderson
52276,カプリーヌ,Ramuh,1785921563,2026-08-05 18:19:23,45000,1,45000,NQ,Aka Tonbo
41761,剛柔のハイオメガマテリジャ,Gungnir,1785921555,2026-08-05 18:19:15,217,1,217,NQ,Mona Ataraxia
41761,剛柔のハイオメガマテリジャ,Gungnir,1785921554,2026-08-05 18:19:14,217,2,434,NQ,Mona Ataraxia
41761,剛柔のハイオメガマテリジャ,Gungnir,1785921553,2026-08-05 18:19:13,217,20,4340,NQ,Mona Ataraxia
18661,ゼルコバロングボウ,Unicorn,1785921544,2026-08-05 18:19:04,8750,1,8750,HQ,Unkonow Unknown
43997,オルコクロマイトインゴット,Ramuh,1785921535,2026-08-05 18:18:55,914,2,1828,HQ,Polter Geist
50455,スタイルカタログ:ホログラス,Bahamut,1785921531,2026-08-05 18:18:51,19000,1,19000,NQ,Coshi Hicari
52266,ダックポーター・ホイッスル,Fenrir,1785921526,2026-08-05 18:18:46,18500000,1,18500000,NQ,Momo Lapinrose
27712,チタンブロンズナゲット,Kujata,1785921525,2026-08-05 18:18:45,411,1,411,NQ,Selene Xanthe
27712,チタンブロンズナゲット,Kujata,1785921523,2026-08-05 18:18:43,400,1,400,NQ,Selene Xanthe
44020,セイバ材,Kujata,1785921522,2026-08-05 18:18:42,690,1,690,NQ,Yu Unagi
44020,セイバ材,Kujata,1785921520,2026-08-05 18:18:40,612,1,612,NQ,Yu Unagi
27712,チタンブロンズナゲット,Kujata,1785921520,2026-08-05 18:18:40,361,3,1083,NQ,Selene Xanthe
10386,ダークマターG6,Zeromus,1785921519,2026-08-05 18:18:39,120,2,240,NQ,Umi Miki
46855,人造ダークマターα,Ixion,1785921502,2026-08-05 18:18:22,90000,1,90000,NQ,Sion Shinonome
49833,クレセントマギ・ソーサラーブレスレット,Chocobo,1785921499,2026-08-05 18:18:19,14500000,1,14500000,NQ,Yuiko Glorious
3,アイスシャード,Masamune,1785921497,2026-08-05 18:18:17,45,60,2700,NQ,Risyeru Rhul
5336,亜麻糸,Valefor,1785921497,2026-08-05 18:18:17,78,2,156,NQ,Kurori San
3,アイスシャード,Masamune,1785921496,2026-08-05 18:18:16,46,800,36800,NQ,Risyeru Rhul
3,アイスシャード,Masamune,1785921495,2026-08-05 18:18:15,46,800,36800,NQ,Risyeru Rhul
49277,コートリーラヴァー・スレイヤーサーコート,Ridill,1785921490,2026-08-05 18:18:10,99991,1,99991,HQ,Verdade Noin
49832,クレセントマギ・ソーサラーネックレス,Chocobo,1785921482,2026-08-05 18:18:02,17990739,1,17990739,NQ,Yuiko Glorious
5288,ヒッポグリフレザー,Pandaemonium,1785921479,2026-08-05 18:17:59,100,1,100,HQ,Ruka Night
51957,トルナ・チュニック,Ifrit,1785921478,2026-08-05 18:17:58,299000,1,299000,NQ,Opapi Meraruda
33931,天眼のアルテマテリジャ,Atomos,1785921471,2026-08-05 18:17:51,700,10,7000,NQ,Mell Misaki
44008,ラァーインゴット,Unicorn,1785921468,2026-08-05 18:17:48,714,1,714,HQ,Luki Lacrima
44008,ラァーインゴット,Unicorn,1785921467,2026-08-05 18:17:47,700,1,700,NQ,Luki Lacrima
44008,ラァーインゴット,Unicorn,1785921466,2026-08-05 18:17:46,700,6,4200,NQ,Luki Lacrima
44008,ラァーインゴット,Unicorn,1785921465,2026-08-05 18:17:45,600,2,1200,HQ,Luki Lacrima
44008,ラァーインゴット,Unicorn,1785921464,2026-08-05 18:17:44,512,7,3584,NQ,Luki Lacrima
52276,カプリーヌ,Chocobo,1785921463,2026-08-05 18:17:43,7998,1,7998,NQ,Uki Lepus
43997,オルコクロマイトインゴット,Unicorn,1785921462,2026-08-05 18:17:42,650,2,1300,NQ,Luki Lacrima
43997,オルコクロマイトインゴット,Unicorn,1785921461,2026-08-05 18:17:41,649,5,3245,NQ,Luki Lacrima
49831,クレセントマギ・ソーサラーイヤリング,Chocobo,1785921460,2026-08-05 18:17:40,16000000,1,16000000,NQ,Yuiko Glorious
43997,オルコクロマイトインゴット,Unicorn,1785921460,2026-08-05 18:17:40,512,1,512,NQ,Luki Lacrima
43997,オルコクロマイトインゴット,Unicorn,1785921459,2026-08-05 18:17:39,512,2,1024,NQ,Luki Lacrima
52255,カララント:アディショナルカラー1,Alexander,1785921456,2026-08-05 18:17:36,4490,1,4490,NQ,Lalique Pizzacola
12538,アダマン鉱,Tonberry,1785921453,2026-08-05 18:17:33,150,5,750,NQ,Rage Helianthus
45985,シャーローニ・コークス,Yojimbo,1785921445,2026-08-05 18:17:25,2200,2,4400,NQ,Ducker Radosch
27698,霊青岩,Unicorn,1785921436,2026-08-05 18:17:16,133,26,3458,NQ,Aobana Madora
5665,天眼のマテリラ,Kujata,1785921433,2026-08-05 18:17:13,135,1,135,NQ,Reel Kurojime
51962,カーウェン・チュニック,Zeromus,1785921430,2026-08-05 18:17:10,410000,1,410000,NQ,Mr Marimo
36212,カエアンビロード,Tonberry,1785921422,2026-08-05 18:17:02,750,1,750,NQ,Nissa Mediana
36212,カエアンビロード,Tonberry,1785921421,2026-08-05 18:17:01,750,6,4500,NQ,Nissa Mediana
36212,カエアンビロード,Tonberry,1785921420,2026-08-05 18:17:00,750,6,4500,NQ,Nissa Mediana
45985,シャーローニ・コークス,Yojimbo,1785921419,2026-08-05 18:16:59,2010,1,2010,NQ,Ducker Radosch
36212,カエアンビロード,Tonberry,1785921418,2026-08-05 18:16:58,750,6,4500,NQ,Nissa Mediana
49301,コートリーラヴァー・キャスターフード,Anima,1785921416,2026-08-05 18:16:56,89997,1,89997,HQ,Kurorin Whismur
36080,パームシュガー,Aegis,1785921405,2026-08-05 18:16:45,500,3,1500,HQ,Fransabelle Chloe
36080,パームシュガー,Aegis,1785921404,2026-08-05 18:16:44,500,99,49500,HQ,Fransabelle Chloe
36080,パームシュガー,Aegis,1785921402,2026-08-05 18:16:42,485,30,14550,HQ,Fransabelle Chloe
36080,パームシュガー,Aegis,1785921401,2026-08-05 18:16:41,430,30,12900,NQ,Fransabelle Chloe
36200,インテグラル材,Gungnir,1785921399,2026-08-05 18:16:39,700,2,1400,HQ,Grey Callen
13716,カララント:ダークパープル,Pandaemonium,1785921391,2026-08-05 18:16:31,3791,2,7582,NQ,Ryu Ryu-san
33657,フロンティアトラウザー,Ifrit,1785921385,2026-08-05 18:16:25,600,1,600,NQ,Luna Noelle
49826,クレセントマギ・ファイターイヤリング,Chocobo,1785921380,2026-08-05 18:16:20,31500000,1,31500000,NQ,Moke Kinoko
36080,パームシュガー,Typhon,1785921367,2026-08-05 18:16:07,500,1,500,NQ,Fransabelle Chloe
36080,パームシュガー,Typhon,1785921365,2026-08-05 18:16:05,500,12,6000,NQ,Fransabelle Chloe
8147,鍛人のデミマテリダ,Titan,1785921343,2026-08-05 18:15:43,400,2,800,NQ,Uyu Yukikaze
36172,コンドライトインゴット,Ultima,1785921340,2026-08-05 18:15:40,1112,6,6672,NQ,Spoon Silver
8147,鍛人のデミマテリダ,Asura,1785921337,2026-08-05 18:15:37,500,1,500,NQ,Mi La
36172,コンドライトインゴット,Ultima,1785921337,2026-08-05 18:15:37,900,2,1800,NQ,Spoon Silver
45985,シャーローニ・コークス,Valefor,1785921337,2026-08-05 18:15:37,2010,1,2010,NQ,Ducker Radosch
49832,クレセントマギ・ソーサラーネックレス,Unicorn,1785921336,2026-08-05 18:15:36,17000000,1,17000000,NQ,Wood Grant
8147,鍛人のデミマテリダ,Asura,1785921335,2026-08-05 18:15:35,490,2,980,NQ,Mi La
8147,鍛人のデミマテリダ,Asura,1785921334,2026-08-05 18:15:34,480,2,960,NQ,Mi La
49834,クレセントマギ・ソーサラーリング,Kujata,1785921321,2026-08-05 18:15:21,330739,1,330739,NQ,Liz Gillies
9360,プラチナインゴット,Asura,1785921316,2026-08-05 18:15:16,20,15,300,NQ,Mi La
49283,コートリーラヴァー・ストライカーアームガード,Valefor,1785921314,2026-08-05 18:15:14,236968,1,236968,HQ,Zero Absolute
46252,石匠の研磨剤,Ixion,1785921313,2026-08-05 18:15:13,13999,7,97993,NQ,Haru Yanagi
49832,クレセントマギ・ソーサラーネックレス,Kujata,1785921312,2026-08-05 18:15:12,18000000,1,18000000,NQ,Liz Gillies
5669,武略のマテリア,Chocobo,1785921312,2026-08-05 18:15:12,3000,1,3000,NQ,Ver Cattus
27742,シースワローレザー,Masamune,1785921296,2026-08-05 18:14:56,1794,1,1794,NQ,Take Zouu
27742,シースワローレザー,Masamune,1785921294,2026-08-05 18:14:54,1800,1,1800,NQ,Take Zouu
44039,ウィンドパセリ,Chocobo,1785921292,2026-08-05 18:14:52,150,10,1500,NQ,Totoro Mei
5068,ローズゴールドナゲット,Hades,1785921282,2026-08-05 18:14:42,2200,1,2200,HQ,Azuel Blue
27835,リトルレモン,Titan,1785921256,2026-08-05 18:14:16,443,1,443,NQ,Ronfa Kato
5359,チョコボの羽根,Kujata,1785921246,2026-08-05 18:14:06,100,31,3100,NQ,Arabesque R'
50970,包丁研磨用砥石,Chocobo,1785921246,2026-08-05 18:14:06,599495,1,599495,NQ,Madoka Leclerc
35559,ツインクッション,Yojimbo,1785921246,2026-08-05 18:14:06,8800,1,8800,NQ,Lily Ehamo
49846,エバーキープ・DJブース,Ramuh,1785921245,2026-08-05 18:14:05,35000,1,35000,NQ,Comi Samuel
36060,チャイ・トゥ・ヴヌー,Alexander,1785921239,2026-08-05 18:13:59,999,99,98901,HQ,Alyssa Atelier
49265,コートリーラヴァー・ウォーコイト,Valefor,1785921230,2026-08-05 18:13:50,329967,1,329967,HQ,Zero Absolute
27835,リトルレモン,Pandaemonium,1785921220,2026-08-05 18:13:40,450,39,17550,NQ,Ronfa Kato
27835,リトルレモン,Pandaemonium,1785921219,2026-08-05 18:13:39,450,51,22950,NQ,Ronfa Kato
49290,コートリーラヴァー・レンジャーシューズ,Valefor,1785921213,2026-08-05 18:13:33,272324,1,272324,HQ,Zero Absolute
44033,サンダーヤードシルク,Ifrit,1785921209,2026-08-05 18:13:29,800,2,1600,NQ,Yumepirika Yummy-rice
49289,コートリーラヴァー・レンジャートラウザー,Valefor,1785921209,2026-08-05 18:13:29,187522,1,187522,HQ,Zero Absolute
44033,サンダーヤードシルク,Ifrit,1785921208,2026-08-05 18:13:28,784,1,784,NQ,Yumepirika Yummy-rice
47937,コスモスーツチェスト,Tiamat,1785921208,2026-08-05 18:13:28,90000,1,90000,NQ,Amelie L'evante
45985,シャーローニ・コークス,Unicorn,1785921202,2026-08-05 18:13:22,2000,50,100000,NQ,Ducker Radosch
49287,コートリーラヴァー・レンジャーシャツ,Valefor,1785921202,2026-08-05 18:13:22,154914,1,154914,HQ,Zero Absolute
45985,シャーローニ・コークス,Unicorn,1785921201,2026-08-05 18:13:21,2000,50,100000,NQ,Ducker Radosch
49286,コートリーラヴァー・レンジャーヘアピン,Valefor,1785921197,2026-08-05 18:13:17,149969,1,149969,HQ,Zero Absolute
44048,心力の宝水,Tonberry,1785921186,2026-08-05 18:13:06,999,36,35964,HQ,Nozomi Shirogane
19987,玉糸紬,Asura,1785921178,2026-08-05 18:12:58,2300,3,6900,NQ,Sen Kuro
36200,インテグラル材,Chocobo,1785921159,2026-08-05 18:12:39,700,1,700,NQ,Kuro Konsome
36200,インテグラル材,Chocobo,1785921158,2026-08-05 18:12:38,666,9,5994,NQ,Kuro Konsome
36200,インテグラル材,Chocobo,1785921156,2026-08-05 18:12:36,1000,20,20000,HQ,Kuro Konsome
27693,リグナムバイタ材,Tiamat,1785921153,2026-08-05 18:12:33,514,2,1028,HQ,Yunoha Ashley
36200,インテグラル材,Ridill,1785921137,2026-08-05 18:12:17,850,18,15300,NQ,Ljudmila Dor
36200,インテグラル材,Ridill,1785921135,2026-08-05 18:12:15,800,13,10400,NQ,Ljudmila Dor
36200,インテグラル材,Ridill,1785921134,2026-08-05 18:12:14,650,2,1300,NQ,Ljudmila Dor
36200,インテグラル材,Ridill,1785921133,2026-08-05 18:12:13,650,10,6500,NQ,Ljudmila Dor
36200,インテグラル材,Ridill,1785921132,2026-08-05 18:12:12,650,14,9100,NQ,Ljudmila Dor
13711,カララント:パステルグリーン,Chocobo,1785921131,2026-08-05 18:12:11,460,1,460,NQ,Nagi Bellbind
36091,キューカンバー,Shinryu,1785921129,2026-08-05 18:12:09,207,99,20493,NQ,Amity Lotus
46261,薄亜麻布,Ultima,1785921120,2026-08-05 18:12:00,300,1,300,NQ,Rishel Magnolia
27693,リグナムバイタ材,Ultima,1785921119,2026-08-05 18:11:59,1000,1,1000,NQ,Haruka Lala
46261,薄亜麻布,Ultima,1785921119,2026-08-05 18:11:59,300,1,300,NQ,Rishel Magnolia
27693,リグナムバイタ材,Ultima,1785921117,2026-08-05 18:11:57,1000,4,4000,NQ,Haruka Lala
44034,ヤクテル天然水,Alexander,1785921117,2026-08-05 18:11:57,180,10,1800,NQ,Haru Rockback
27693,リグナムバイタ材,Ultima,1785921115,2026-08-05 18:11:55,900,2,1800,NQ,Haruka Lala
44034,ヤクテル天然水,Alexander,1785921115,2026-08-05 18:11:55,180,10,1800,NQ,Haru Rockback
44040,コザマル・カモミール,Unicorn,1785921115,2026-08-05 18:11:55,190,99,18810,NQ,Chi- Cham
7008,御影石,Atomos,1785921114,2026-08-05 18:11:54,250,20,5000,NQ,Banana Tempura
20477,クワン,Tiamat,1785921113,2026-08-05 18:11:53,10000,1,10000,NQ,Meme Framboise
23369,ヘアカタログ:ギラバニアンブレイド,Unicorn,1785921109,2026-08-05 18:11:49,139569,1,139569,NQ,Ririsya Mikoto
41868,スノーコットン・ストライカーヘッドバンド,Hades,1785921105,2026-08-05 18:11:45,39998,1,39998,NQ,Bluehawaii Takeda
16703,ヘアカタログ:ロングヘア,Unicorn,1785921103,2026-08-05 18:11:43,40000,1,40000,NQ,Ririsya Mikoto
3,アイスシャード,Garuda,1785921082,2026-08-05 18:11:22,42,200,8400,NQ,Lazu Bernier
44958,カムイの魔笛【商】,Belias,1785921082,2026-08-05 18:11:22,7500000,1,7500000,NQ,Dana Sera'enasu
10396,サベネアンサンダル,Yojimbo,1785921079,2026-08-05 18:11:19,300,1,300,NQ,Heni Pero
5067,ローズゴールドインゴット,Yojimbo,1785921069,2026-08-05 18:11:09,392,31,12152,HQ,Berinhard Blackthorne
19987,玉糸紬,Asura,1785921057,2026-08-05 18:10:57,2200,1,2200,NQ,Sen Kuro
19987,玉糸紬,Asura,1785921056,2026-08-05 18:10:56,2200,7,15400,NQ,Sen Kuro
12895,発酵バター,Pandaemonium,1785921054,2026-08-05 18:10:54,982,1,982,NQ,Ruka Night
33657,フロンティアトラウザー,Durandal,1785921037,2026-08-05 18:10:37,500,1,500,NQ,Uni Dawn
36169,ハイダリウムインゴット,Ultima,1785921037,2026-08-05 18:10:37,712,2,1424,NQ,Spoon Silver
36169,ハイダリウムインゴット,Ultima,1785921036,2026-08-05 18:10:36,700,1,700,NQ,Spoon Silver
44031,サーセネット織物,Ixion,1785921016,2026-08-05 18:10:16,350,1,350,NQ,Milky Star
13721,カララント:メタリックスカイブルー,Alexander,1785921014,2026-08-05 18:10:14,1500,3,4500,NQ,Leesang Hyeok
31998,第四次復興用の特注氷筍【検】,Typhon,1785921013,2026-08-05 18:10:13,194,99,19206,NQ,Shino Raramo
13721,カララント:メタリックスカイブルー,Alexander,1785921012,2026-08-05 18:10:12,1888,2,3776,NQ,Leesang Hyeok
48162,ブラックレースパラソル,Garuda,1785921009,2026-08-05 18:10:09,60000,1,60000,NQ,Mocha Jung
49834,クレセントマギ・ソーサラーリング,Zeromus,1785920990,2026-08-05 18:09:50,334000,1,334000,NQ,Astraea Saor
12224,藍鉄鉱,Ifrit,1785920978,2026-08-05 18:09:38,290,30,8700,NQ,Kanata Aoi
12224,藍鉄鉱,Ifrit,1785920976,2026-08-05 18:09:36,290,57,16530,NQ,Kanata Aoi
50056,属性添加用金属材,Carbuncle,1785920946,2026-08-05 18:09:06,43991,1,43991,NQ,Araiguma Hakase
50414,オイジュス・エネルギーパック,Typhon,1785920940,2026-08-05 18:09:00,18900,99,1871100,NQ,Vita Elle
50414,オイジュス・エネルギーパック,Typhon,1785920939,2026-08-05 18:08:59,18000,8,144000,NQ,Vita Elle
49285,コートリーラヴァー・ストライカーブーツ,Pandaemonium,1785920922,2026-08-05 18:08:42,79932,1,79932,HQ,Pulpo Chappie
49284,コートリーラヴァー・ストライカーブレー,Pandaemonium,1785920919,2026-08-05 18:08:39,189633,1,189633,HQ,Pulpo Chappie
49283,コートリーラヴァー・ストライカーアームガード,Pandaemonium,1785920916,2026-08-05 18:08:36,288000,1,288000,HQ,Pulpo Chappie
49282,コートリーラヴァー・ストライカークローク,Pandaemonium,1785920913,2026-08-05 18:08:33,479946,1,479946,HQ,Pulpo Chappie
50414,オイジュス・エネルギーパック,Tonberry,1785920909,2026-08-05 18:08:29,18888,24,453312,NQ,Vita Elle
50414,オイジュス・エネルギーパック,Tonberry,1785920908,2026-08-05 18:08:28,18867,5,94335,NQ,Vita Elle
31998,第四次復興用の特注氷筍【検】,Typhon,1785920908,2026-08-05 18:08:28,194,99,19206,NQ,Shino Raramo
32802,カーフスキン・ライダースシューズ,Unicorn,1785920908,2026-08-05 18:08:28,66999,1,66999,NQ,Tora Emon
50414,オイジュス・エネルギーパック,Tonberry,1785920907,2026-08-05 18:08:27,18867,10,188670,NQ,Vita Elle
50414,オイジュス・エネルギーパック,Tonberry,1785920906,2026-08-05 18:08:26,18864,20,377280,NQ,Vita Elle
31998,第四次復興用の特注氷筍【検】,Typhon,1785920906,2026-08-05 18:08:26,194,99,19206,NQ,Shino Raramo
50414,オイジュス・エネルギーパック,Tonberry,1785920905,2026-08-05 18:08:25,18864,20,377280,NQ,Vita Elle
31998,第四次復興用の特注氷筍【検】,Typhon,1785920904,2026-08-05 18:08:24,190,99,18810,NQ,Shino Raramo
31998,第四次復興用の特注氷筍【検】,Typhon,1785920903,2026-08-05 18:08:23,190,99,18810,NQ,Shino Raramo
49320,コートリーラヴァー・キャスターリストレット,Chocobo,1785920895,2026-08-05 18:08:15,63870,1,63870,HQ,Panthera Vekkio
44432,エバーシーク・クラフターヘッドマウント,Atomos,1785920895,2026-08-05 18:08:15,200000,1,200000,HQ,Lilac Manjuu
49315,コートリーラヴァー・キャスターチョーカー,Chocobo,1785920891,2026-08-05 18:08:11,63870,1,63870,HQ,Panthera Vekkio
44013,マグネシア砥石,Unicorn,1785920884,2026-08-05 18:08:04,1000,14,14000,HQ,Chi- Cham
